ダウンロードした時刻：2025/07/15 21:02:44

,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,福岡,福岡,福岡,福岡,福岡,福岡,福岡,福岡,福岡,福岡,福岡,福岡,福岡,福岡,福岡
2015/11,13.9,8,2,3.9,8,1,23.7,8,1,17.8,8,2,10.7,8,2,15.2,8,1,6.1,8,1,25.2,8,1,18.7,8,1,12.4,8,1,23.8,8,1,16.6,8,1,29.8,8,1,26.5,8,1,21.6,8,1,15.7,8,1,4.4,8,3,26.2,8,3,19.7,8,3,11.8,8,3
2015/12,9.3,8,2,1.9,8,1,24.1,8,1,13.4,8,2,5.8,8,2,10.1,8,1,1.7,8,1,22.5,8,1,13.8,8,1,6.8,8,1,20.1,8,1,14.0,8,1,26.9,8,1,22.5,8,1,17.9,8,1,9.8,8,1,-0.3,8,3,18.5,8,3,13.4,8,3,5.9,8,3
2016/1,6.1,8,2,-2.6,8,1,16.2,8,1,10.6,8,2,1.8,8,2,6.8,8,1,-3.5,8,1,16.3,8,1,10.3,8,1,3.4,8,1,17.4,8,1,6.1,8,1,26.6,8,1,19.9,8,1,14.9,8,1,6.4,8,1,-4.4,8,3,15.9,8,3,9.7,8,3,2.9,8,3
2016/2,7.2,8,2,0.1,8,1,23.0,8,1,12.2,8,2,3.1,8,2,7.4,8,1,-0.5,8,1,20.3,8,1,11.5,8,1,3.7,8,1,16.9,8,1,9.8,8,1,25.9,8,1,19.4,8,1,14.4,8,1,7.4,8,1,-1.3,8,3,20.0,8,3,11.5,8,3,2.9,8,3
2016/3,10.1,8,2,1.1,8,1,21.4,8,1,14.9,8,2,6.1,8,2,10.8,8,1,0.8,8,1,22.0,8,1,15.6,8,1,6.5,8,1,18.7,8,1,11.4,8,1,24.8,8,1,21.4,8,1,16.4,8,1,11.0,8,1,0.3,8,3,23.2,8,3,15.6,8,3,6.4,8,3
2016/4,15.4,8,2,5.1,8,1,26.8,8,1,20.3,8,2,11.3,8,2,16.6,8,1,5.5,8,1,27.5,8,1,21.3,8,1,12.5,8,1,23.0,8,1,16.0,8,1,28.7,8,1,25.7,8,1,20.9,8,1,16.5,8,1,6.0,8,3,25.7,8,3,21.2,8,3,12.1,8,3
2016/5,20.2,8,2,11.9,8,1,30.9,8,1,25.2,8,2,15.7,8,2,21.2,8,1,11.7,8,1,30.7,8,1,26.3,8,1,16.8,8,1,25.7,8,1,19.2,8,1,31.1,8,1,28.5,8,1,23.6,8,1,20.5,8,1,8.5,8,3,30.1,8,3,25.6,8,3,15.5,8,3
2016/6,22.4,8,2,14.2,8,1,33.0,8,1,26.3,8,2,19.1,8,2,23.3,8,1,14.4,8,1,32.3,8,1,27.6,8,1,19.8,8,1,28.4,8,1,23.3,8,1,33.1,8,1,31.0,8,1,26.4,8,1,23.4,8,1,14.1,8,3,31.7,8,3,27.2,8,3,20.2,8,3
2016/7,25.4,8,2,19.0,8,1,36.7,8,1,29.7,8,2,22.1,8,2,28.0,8,1,21.8,8,1,36.3,8,1,32.6,8,1,24.8,8,1,29.8,8,1,25.4,8,1,33.6,8,1,32.6,8,1,27.6,8,1,27.8,8,1,22.2,8,3,35.3,8,3,32.1,8,3,24.7,8,3
2016/8,27.1,8,2,21.3,8,1,37.7,8,1,31.6,8,2,23.9,8,2,29.5,8,1,20.8,8,1,38.1,8,1,35.0,8,1,26.0,8,1,29.5,8,1,24.7,8,1,33.9,8,1,32.3,8,1,27.3,8,1,29.0,8,1,18.1,8,3,36.6,8,3,33.9,8,3,25.2,8,3
2016/9,24.4,8,2,17.6,8,1,33.0,8,1,27.7,8,2,21.9,8,2,25.8,8,1,19.2,8,1,34.8,8,1,29.8,8,1,22.8,8,1,28.4,8,1,24.9,8,1,32.8,8,1,31.1,8,1,26.4,8,1,25.0,8,1,18.6,8,3,34.1,8,3,28.7,8,3,22.1,8,3
2016/10,18.7,8,2,9.6,8,1,32.0,8,1,22.6,8,2,15.3,8,2,20.3,8,1,10.5,8,1,31.2,8,1,24.8,8,1,16.8,8,1,27.7,8,1,23.5,8,1,31.7,8,1,30.1,8,1,25.9,8,1,21.0,8,1,12.1,8,3,32.2,8,3,24.9,8,3,17.6,8,3
2016/11,11.4,8,2,0.3,8,1,20.8,8,1,15.5,8,2,8.1,8,2,13.4,8,1,6.4,8,1,21.6,8,1,17.4,8,1,10.0,8,1,23.2,8,1,17.9,8,1,29.9,8,1,26.1,8,1,20.7,8,1,14.0,8,1,2.9,8,3,23.2,8,3,18.3,8,3,9.4,8,3
2016/12,8.9,8,2,0.0,8,1,20.2,8,1,13.8,8,2,4.5,8,2,9.4,8,1,1.6,8,1,21.2,8,1,13.1,8,1,5.8,8,1,20.5,8,1,14.9,8,1,28.2,8,1,23.1,8,1,18.5,8,1,10.0,8,1,-0.1,8,3,19.5,8,3,14.1,8,3,5.4,8,3
2017/1,5.8,8,2,-2.3,8,1,19.5,8,1,10.8,8,2,1.7,8,2,6.2,8,1,-0.8,8,1,14.8,8,1,10.0,8,1,2.9,8,1,18.4,8,1,12.3,8,1,25.0,8,1,21.0,8,1,16.4,8,1,6.8,8,1,-2.6,8,3,16.6,8,3,11.0,8,3,2.3,8,3
2017/2,6.9,8,2,-1.6,8,1,20.6,8,1,12.1,8,2,2.6,8,2,6.3,8,1,-0.6,8,1,17.8,8,1,10.2,8,1,2.9,8,1,17.1,8,1,10.7,8,1,24.3,8,1,19.7,8,1,14.7,8,1,7.5,8,1,-0.6,8,3,19.0,8,3,11.8,8,3,3.0,8,3
2017/3,8.5,8,2,0.0,8,1,18.7,8,1,13.4,8,2,4.2,8,2,9.2,8,1,1.8,8,1,19.5,8,1,13.7,8,1,5.6,8,1,18.3,8,1,11.8,8,1,25.0,8,1,20.9,8,1,15.9,8,1,10.0,8,1,2.2,8,3,19.1,8,3,14.3,8,3,5.6,8,3
2017/4,14.7,8,2,4.5,8,1,26.1,8,1,19.9,8,2,10.2,8,2,15.7,8,1,5.0,8,1,25.7,8,1,20.0,8,1,11.3,8,1,21.6,8,1,14.8,8,1,27.1,8,1,24.5,8,1,19.4,8,1,16.3,8,1,4.1,8,3,28.3,8,3,20.9,8,3,11.6,8,3
2017/5,20.0,8,2,11.3,8,1,30.9,8,1,25.1,8,2,16.0,8,2,21.1,8,1,11.4,8,1,29.9,8,1,26.0,8,1,16.8,8,1,24.2,8,1,18.7,8,1,29.7,8,1,26.9,8,1,22.1,8,1,20.7,8,1,13.1,8,3,30.6,8,3,25.6,8,3,16.1,8,3
2017/6,22.0,8,2,14.8,8,1,30.6,8,1,26.4,8,2,18.5,8,2,22.7,8,1,15.1,8,1,32.3,8,1,27.5,8,1,18.8,8,1,26.6,8,1,19.9,8,1,33.2,8,1,29.0,8,1,24.7,8,1,23.0,8,1,14.0,8,3,32.1,8,3,27.6,8,3,18.8,8,3
2017/7,27.3,8,2,20.9,8,1,35.0,8,1,31.8,8,2,24.0,8,2,28.8,8,1,22.8,8,1,36.4,8,1,33.1,8,1,25.9,8,1,29.9,8,1,24.9,8,1,35.1,8,1,33.3,8,1,27.6,8,1,29.0,8,1,22.7,8,3,35.5,8,3,32.8,8,3,26.0,8,3
2017/8,26.4,8,2,20.0,8,1,37.1,8,1,30.4,8,2,23.4,8,2,29.2,8,1,20.7,8,1,37.4,8,1,33.8,8,1,25.9,8,1,30.4,8,1,26.4,8,1,34.9,8,1,33.6,8,1,28.3,8,1,29.1,8,1,22.2,8,3,37.2,8,3,33.4,8,3,25.6,8,3
2017/9,22.8,8,2,16.0,8,1,33.3,8,1,26.8,8,2,19.5,8,2,24.4,8,1,16.3,8,1,32.1,8,1,28.4,8,1,20.9,8,1,28.9,8,1,23.0,8,1,33.9,8,1,31.7,8,1,26.6,8,1,23.9,8,1,15.7,8,3,31.6,8,3,27.9,8,3,20.2,8,3
2017/10,16.8,8,2,9.1,8,1,29.0,8,1,20.1,8,2,14.2,8,2,18.4,8,1,8.3,8,1,29.0,8,1,21.6,8,1,15.7,8,1,27.0,8,1,20.0,8,1,33.0,8,1,29.7,8,1,25.0,8,1,19.6,8,1,9.3,8,3,29.0,8,3,23.1,8,3,16.4,8,3
2017/11,11.9,8,2,3.2,8,1,21.9,8,1,16.6,8,2,7.9,8,2,12.6,8,1,4.8,8,1,22.3,8,1,16.6,8,1,8.9,8,1,22.8,8,1,15.9,8,1,27.9,8,1,25.3,8,1,20.8,8,1,13.2,8,1,1.7,8,3,22.8,8,3,17.5,8,3,8.3,8,3
2017/12,6.6,8,2,-0.2,8,1,16.0,8,1,11.1,8,2,2.7,8,2,7.0,8,1,0.4,8,1,14.5,8,1,10.7,8,1,3.7,8,1,18.0,8,1,13.1,8,1,25.5,8,1,20.4,8,1,15.9,8,1,6.8,8,1,-1.6,8,3,16.1,8,3,10.6,8,3,2.6,8,3
2018/1,4.7,8,2,-4.0,8,1,16.0,8,1,9.4,8,2,0.6,8,2,5.0,8,1,-2.5,8,1,14.9,8,1,8.4,8,1,1.8,8,1,17.2,8,1,9.3,8,1,24.1,8,1,19.6,8,1,15.0,8,1,5.2,8,1,-2.5,8,3,18.5,8,3,8.6,8,3,1.4,8,3
2018/2,5.4,8,2,-1.8,8,1,15.1,8,1,10.1,8,2,1.3,8,2,5.3,8,1,-1.3,8,1,17.1,8,1,9.2,8,1,1.9,8,1,16.9,8,1,9.6,8,1,24.7,8,1,19.6,8,1,14.4,8,1,5.7,8,1,-3.1,8,3,15.8,8,3,9.8,8,3,0.8,8,3
2018/3,11.5,8,2,1.7,8,1,24.2,8,1,16.9,8,2,6.5,8,2,11.5,8,1,1.7,8,1,23.7,8,1,16.6,8,1,6.7,8,1,19.9,8,1,12.8,8,1,27.4,8,1,22.8,8,1,17.3,8,1,11.6,8,1,0.6,8,3,24.3,8,3,16.9,8,3,6.2,8,3
2018/4,17.0,8,2,5.5,8,1,28.3,8,1,22.1,8,2,12.4,8,2,16.9,8,1,6.1,8,1,25.9,8,1,21.6,8,1,12.4,8,1,21.6,8,1,13.2,8,1,28.4,8,1,24.9,8,1,19.1,8,1,16.8,8,1,5.4,8,3,27.1,8,3,21.9,8,3,11.6,8,3
2018/5,19.8,8,2,9.0,8,1,29.0,8,1,24.6,8,2,15.4,8,2,20.1,8,1,9.7,8,1,29.8,8,1,24.6,8,1,16.3,8,1,25.6,8,1,16.7,8,1,31.6,8,1,28.9,8,1,23.4,8,1,20.5,8,1,8.3,8,3,30.5,8,3,25.0,8,3,15.9,8,3
2018/6,22.4,8,2,14.2,8,1,32.9,8,1,26.6,8,2,19.1,8,2,23.4,8,1,15.8,8,1,33.6,8,1,27.9,8,1,20.0,8,1,27.8,8,1,23.2,8,1,32.9,8,1,30.5,8,1,25.8,8,1,23.6,8,1,15.3,8,3,32.1,8,3,27.9,8,3,19.9,8,3
2018/7,28.3,8,2,19.1,8,1,39.0,8,1,32.7,8,2,25.0,8,2,29.5,8,1,21.7,8,1,38.0,8,1,34.2,8,1,26.1,8,1,28.3,8,1,24.5,8,1,33.1,8,1,30.8,8,1,26.5,8,1,28.6,8,1,20.9,8,3,37.8,8,3,32.6,8,3,25.4,8,3
2018/8,28.1,8,2,18.3,8,1,37.3,8,1,32.5,8,2,24.6,8,2,29.7,8,1,19.9,8,1,37.6,8,1,34.6,8,1,26.3,8,1,28.5,8,1,24.2,8,1,32.4,8,1,31.2,8,1,26.4,8,1,29.9,8,1,22.2,8,3,38.0,8,3,34.7,8,3,26.1,8,3
2018/9,22.9,8,2,14.1,8,1,33.0,8,1,26.6,8,2,19.9,8,2,24.1,8,1,16.3,8,1,34.1,8,1,27.6,8,1,21.2,8,1,28.4,8,1,24.8,8,1,32.5,8,1,31.1,8,1,26.4,8,1,24.4,8,1,16.0,8,3,34.2,8,3,28.2,8,3,21.1,8,3
2018/10,19.1,8,2,11.6,8,1,32.3,8,1,23.0,8,2,15.8,8,2,19.7,8,1,11.4,8,1,31.3,8,1,23.9,8,1,16.3,8,1,23.9,8,1,18.8,8,1,28.3,8,1,26.4,8,1,21.9,8,1,18.6,8,1,9.1,8,3,29.7,8,3,22.8,8,3,14.4,8,3
2018/11,14.0,8,2,5.8,8,1,22.8,8,1,17.7,8,2,10.6,8,2,14.6,8,1,5.6,8,1,23.8,8,1,18.9,8,1,10.9,8,1,23.1,8,1,18.9,8,1,27.6,8,1,25.7,8,1,21.1,8,1,13.7,8,1,0.6,8,3,23.6,8,3,19.0,8,3,8.3,8,3
2018/12,8.3,8,2,-0.7,8,1,23.4,8,1,12.1,8,2,4.7,8,2,9.4,8,1,1.8,8,1,24.5,8,1,13.0,8,1,6.2,8,1,20.4,8,1,13.2,8,1,29.4,8,1,22.8,8,1,18.4,8,1,9.6,8,1,0.3,8,3,26.4,8,3,13.0,8,3,5.5,8,3
2019/1,5.6,8,2,-1.2,8,1,14.0,8,1,10.3,8,2,1.4,8,2,6.5,8,1,0.7,8,1,12.7,8,1,10.1,8,1,3.2,8,1,18.1,8,1,12.0,8,1,24.9,8,1,20.7,8,1,15.8,8,1,7.3,8,1,-1.6,8,3,14.3,8,3,11.5,8,3,2.5,8,3
2019/2,7.2,8,2,-1.2,8,1,19.5,8,1,11.6,8,2,3.3,8,2,7.8,8,1,1.0,8,1,16.3,8,1,11.4,8,1,4.5,8,1,20.0,8,1,12.2,8,1,26.3,8,1,22.7,8,1,17.7,8,1,8.6,8,1,0.2,8,3,21.5,8,3,12.8,8,3,4.2,8,3
2019/3,10.6,8,2,1.1,8,1,23.9,8,1,15.4,8,2,6.2,8,2,10.6,8,1,2.5,8,1,20.0,8,1,14.8,8,1,6.8,8,1,19.9,8,1,14.6,8,1,27.0,8,1,22.4,8,1,17.5,8,1,11.2,8,1,2.3,8,3,23.0,8,3,15.6,8,3,6.8,8,3
2019/4,13.6,8,2,2.3,8,1,25.6,8,1,19.0,8,2,9.2,8,2,14.6,8,1,4.2,8,1,27.6,8,1,19.7,8,1,10.3,8,1,22.3,8,1,14.5,8,1,29.1,8,1,24.9,8,1,20.2,8,1,14.9,8,1,4.7,8,3,25.6,8,3,19.6,8,3,10.4,8,3
2019/5,20.0,8,2,7.9,8,1,32.6,8,1,25.3,8,2,15.3,8,2,21.0,8,1,8.7,8,1,32.4,8,1,26.4,8,1,16.3,8,1,24.2,8,1,17.8,8,1,30.3,8,1,27.0,8,1,21.9,8,1,20.5,8,1,8.2,8,3,32.9,8,3,26.0,8,3,15.1,8,3
2019/6,21.8,8,2,13.9,8,1,32.3,8,1,25.8,8,2,18.5,8,2,23.7,8,1,17.5,8,1,31.8,8,1,28.4,8,1,20.3,8,1,26.5,8,1,19.7,8,1,32.6,8,1,29.0,8,1,24.4,8,1,23.0,8,1,16.1,8,3,32.2,8,3,27.5,8,3,19.2,8,3
2019/7,24.1,8,2,17.7,8,1,34.6,8,1,27.5,8,2,21.6,8,2,26.5,8,1,20.7,8,1,35.4,8,1,30.5,8,1,23.7,8,1,28.9,8,1,24.1,8,1,33.9,8,1,31.5,8,1,26.8,8,1,26.1,8,1,20.2,8,3,34.7,8,3,29.7,8,3,23.5,8,3
2019/8,28.4,8,2,20.7,8,1,35.6,8,1,32.8,8,2,25.2,8,2,29.1,8,1,21.7,8,1,37.5,8,1,33.7,8,1,26.2,8,1,29.2,8,1,24.9,8,1,33.3,8,1,31.8,8,1,27.3,8,1,27.6,8,1,18.2,8,3,36.1,8,3,31.7,8,3,24.2,8,3
2019/9,25.1,8,2,17.1,8,1,36.2,8,1,29.4,8,2,21.7,8,2,26.6,8,1,16.9,8,1,35.7,8,1,31.2,8,1,23.2,8,1,28.0,8,1,23.2,8,1,33.4,8,1,30.7,8,1,26.1,8,1,25.5,8,1,14.9,8,3,34.9,8,3,30.1,8,3,22.0,8,3
2019/10,19.4,8,2,12.1,8,1,30.3,8,1,23.3,8,2,16.4,8,2,20.7,8,1,12.8,8,1,33.1,8,1,24.8,8,1,17.5,8,1,26.0,8,1,21.1,8,1,31.8,8,1,28.6,8,1,24.2,8,1,19.8,8,1,9.8,8,3,32.4,8,3,24.2,8,3,15.7,8,3
2019/11,13.1,8,2,1.6,8,1,23.9,8,1,17.7,8,2,9.3,8,2,14.2,8,1,4.5,8,1,24.5,8,1,18.6,8,1,10.2,8,1,23.1,8,1,17.9,8,1,28.7,8,1,25.6,8,1,21.0,8,1,13.9,8,1,3.4,8,3,23.7,8,3,19.0,8,3,9.0,8,3
2019/12,8.5,8,2,2.2,8,1,18.9,8,1,12.6,8,2,5.2,8,2,9.5,8,1,3.7,8,1,17.1,8,1,13.2,8,1,6.0,8,1,20.0,8,1,14.9,8,1,27.5,8,1,22.6,8,1,17.8,8,1,9.6,8,1,1.1,8,3,19.8,8,3,14.0,8,3,5.3,8,3
2020/1,7.1,8,2,0.6,8,1,18.6,8,1,11.1,8,2,3.7,8,2,8.6,8,1,2.5,8,1,19.1,8,1,11.9,8,1,5.8,8,1,18.7,8,1,12.5,8,1,27.0,8,1,21.4,8,1,16.3,8,1,8.8,8,1,-1.0,8,3,18.5,8,3,12.3,8,3,5.4,8,3
2020/2,8.3,8,2,-2.1,8,1,18.2,8,1,13.3,8,2,4.0,8,2,8.0,8,1,-0.1,8,1,18.3,8,1,11.9,8,1,4.7,8,1,18.7,8,1,11.8,8,1,26.7,8,1,21.9,8,1,16.1,8,1,8.9,8,1,-0.8,8,3,20.4,8,3,13.3,8,3,4.5,8,3
2020/3,10.7,8,2,0.7,8,1,24.6,8,1,16.0,8,2,6.2,8,2,11.4,8,1,2.1,8,1,22.0,8,1,15.6,8,1,7.7,8,1,20.1,8,1,13.2,8,1,26.2,8,1,22.9,8,1,17.5,8,1,11.8,8,1,0.1,8,3,23.5,8,3,16.2,8,3,7.1,8,3
2020/4,12.8,8,2,5.3,8,1,24.2,8,1,18.2,8,2,7.9,8,2,13.7,8,1,6.2,8,1,24.1,8,1,18.1,8,1,9.7,8,1,19.8,8,1,15.4,8,1,27.3,8,1,22.5,8,1,17.5,8,1,13.3,8,1,4.3,8,3,25.2,8,3,17.9,8,3,8.7,8,3
2020/5,19.5,8,2,10.7,8,1,28.7,8,1,24.0,8,2,15.6,8,2,20.8,8,1,12.5,8,1,29.7,8,1,25.7,8,1,16.8,8,1,24.8,8,1,18.2,8,1,30.7,8,1,27.6,8,1,22.6,8,1,19.9,8,1,11.5,8,3,28.5,8,3,24.6,8,3,15.7,8,3
2020/6,23.2,8,2,17.1,8,1,32.6,8,1,27.5,8,2,19.8,8,2,24.9,8,1,17.8,8,1,32.9,8,1,29.1,8,1,21.4,8,1,28.1,8,1,22.4,8,1,32.3,8,1,30.8,8,1,26.1,8,1,24.6,8,1,15.9,8,3,34.3,8,3,29.1,8,3,21.0,8,3
2020/7,24.3,8,2,17.4,8,1,32.5,8,1,27.7,8,2,21.8,8,2,26.0,8,1,19.5,8,1,34.4,8,1,29.6,8,1,23.4,8,1,29.3,8,1,24.1,8,1,34.1,8,1,32.1,8,1,26.9,8,1,25.1,8,1,18.3,8,3,34.2,8,3,28.6,8,3,22.5,8,3
2020/8,29.1,8,2,21.8,8,1,37.3,8,1,34.1,8,2,25.3,8,2,30.7,8,1,24.4,8,1,38.6,8,1,35.7,8,1,27.1,8,1,29.4,8,1,24.4,8,1,34.7,8,1,32.2,8,1,27.3,8,1,29.4,8,1,23.6,8,3,37.4,8,3,34.2,8,3,25.8,8,3
2020/9,24.2,8,2,14.7,8,1,35.1,8,1,28.1,8,2,21.5,8,2,25.8,8,1,17.9,8,1,35.9,8,1,30.0,8,1,22.8,8,1,27.7,8,1,22.5,8,1,33.1,8,1,30.3,8,1,25.7,8,1,23.8,8,1,13.9,8,3,36.6,8,3,28.0,8,3,20.2,8,3
2020/10,17.5,8,2,9.2,8,1,26.7,8,1,21.4,8,2,14.4,8,2,18.7,8,1,9.4,8,1,27.8,8,1,22.9,8,1,15.1,8,1,25.8,8,1,19.5,8,1,31.1,8,1,28.6,8,1,23.8,8,1,18.5,8,1,8.3,8,3,27.6,8,3,23.2,8,3,14.1,8,3
2020/11,14.0,8,2,5.2,8,1,24.9,8,1,18.6,8,2,10.1,8,2,14.7,8,1,7.0,8,1,26.6,8,1,19.0,8,1,10.9,8,1,23.4,8,1,18.6,8,1,29.8,8,1,25.8,8,1,21.7,8,1,14.5,8,1,4.7,8,3,26.0,8,3,19.1,8,3,9.8,8,3
2020/12,7.7,8,2,-0.6,8,1,17.2,8,1,12.3,8,2,3.7,8,2,8.7,8,1,1.3,8,1,17.0,8,1,12.5,8,1,5.1,8,1,19.2,8,1,10.6,8,1,25.9,8,1,21.3,8,1,17.2,8,1,7.5,8,1,0.0,8,3,16.9,8,3,11.9,8,3,3.1,8,3
2021/1,5.4,8,2,-2.4,8,1,18.7,8,1,10.3,8,2,1.3,8,2,6.2,8,1,-1.5,8,1,19.0,8,1,9.8,8,1,3.0,8,1,16.8,8,1,9.7,8,1,23.3,8,1,19.4,8,1,14.4,8,1,6.2,8,1,-3.0,8,3,20.4,8,3,10.3,8,3,2.2,8,3
2021/2,8.5,8,2,-0.5,8,1,21.9,8,1,14.0,8,2,3.3,8,2,8.7,8,1,-0.4,8,1,20.5,8,1,13.2,8,1,4.8,8,1,18.5,8,1,11.1,8,1,25.0,8,1,21.7,8,1,16.0,8,1,9.5,8,1,-1.2,8,3,23.2,8,3,14.2,8,3,4.9,8,3
2021/3,12.8,8,2,2.3,8,1,23.4,8,1,17.9,8,2,8.3,8,2,12.2,8,1,3.9,8,1,22.3,8,1,17.3,8,1,7.9,8,1,20.8,8,1,13.8,8,1,26.6,8,1,23.7,8,1,18.6,8,1,12.9,8,1,4.3,8,3,24.8,8,3,17.9,8,3,8.0,8,3
2021/4,15.1,8,2,6.0,8,1,26.2,8,1,20.6,8,2,10.3,8,2,15.5,8,1,5.5,8,1,26.7,8,1,20.8,8,1,10.9,8,1,21.7,8,1,15.8,8,1,27.4,8,1,24.4,8,1,19.3,8,1,16.1,8,1,5.7,8,3,29.2,8,3,21.6,8,3,10.9,8,3
2021/5,19.6,8,2,10.9,8,1,28.9,8,1,24.1,8,2,15.7,8,2,20.0,8,1,10.5,8,1,28.7,8,1,24.1,8,1,16.4,8,1,25.8,8,1,19.2,8,1,31.1,8,1,28.6,8,1,23.8,8,1,20.0,8,1,7.9,8,3,29.8,8,3,24.3,8,3,15.7,8,3
2021/6,22.7,8,2,15.1,8,1,31.4,8,1,27.3,8,2,19.4,8,2,23.9,8,1,17.0,8,1,32.2,8,1,28.5,8,1,20.5,8,1,27.1,8,1,22.5,8,1,31.9,8,1,29.6,8,1,25.0,8,1,23.9,8,1,16.0,8,3,32.1,8,3,28.1,8,3,20.3,8,3
2021/7,25.9,8,2,19.3,8,1,34.7,8,1,30.3,8,2,22.9,8,2,27.9,8,1,20.9,8,1,35.7,8,1,32.5,8,1,24.9,8,1,28.8,8,1,24.8,8,1,33.4,8,1,31.4,8,1,27.0,8,1,28.1,8,1,21.7,8,3,34.9,8,3,32.4,8,3,24.6,8,3
2021/8,27.4,8,2,18.4,8,1,36.8,8,1,31.6,8,2,24.3,8,2,28.1,8,1,21.5,8,1,38.9,8,1,32.3,8,1,25.3,8,1,28.7,8,1,25.3,8,1,33.1,8,1,31.7,8,1,26.7,8,1,27.0,8,1,20.9,8,3,36.1,8,3,30.9,8,3,24.0,8,3
2021/9,22.3,8,2,16.8,8,1,31.7,8,1,26.2,8,2,19.3,8,2,24.8,8,1,19.4,8,1,32.3,8,1,28.7,8,1,21.9,8,1,28.8,8,1,24.3,8,1,33.5,8,1,31.7,8,1,26.3,8,1,25.4,8,1,17.4,8,3,33.0,8,3,29.5,8,3,22.0,8,3
2021/10,18.2,8,2,7.9,8,1,30.1,8,1,22.7,8,2,14.7,8,2,20.3,8,1,9.7,8,1,31.4,8,1,25.0,8,1,16.8,8,1,26.0,8,1,19.8,8,1,31.5,8,1,28.3,8,1,23.9,8,1,20.2,8,1,9.3,8,3,32.8,8,3,25.4,8,3,15.7,8,3
2021/11,13.7,8,2,3.8,8,1,22.1,8,1,18.6,8,2,9.7,8,2,14.1,8,1,4.6,8,1,24.0,8,1,18.5,8,1,10.4,8,1,21.8,8,1,15.8,8,1,27.5,8,1,24.3,8,1,19.6,8,1,13.0,8,1,3.0,8,3,22.4,8,3,17.9,8,3,8.7,8,3
2021/12,7.9,8,2,-2.2,8,1,20.3,8,1,12.5,8,2,4.0,8,2,8.8,8,1,0.7,8,1,17.3,8,1,12.6,8,1,5.3,8,1,18.9,8,1,12.5,8,1,25.1,8,1,21.3,8,1,16.5,8,1,8.3,8,1,0.7,8,3,17.7,8,3,12.4,8,3,4.3,8,3
2022/1,4.9,8,2,-3.5,8,1,13.4,8,1,9.4,8,2,1.1,8,2,5.6,8,1,-0.1,8,1,13.6,8,1,9.1,8,1,2.5,8,1,17.7,8,1,11.7,8,1,23.3,8,1,20.1,8,1,15.3,8,1,6.1,8,1,-2.1,8,3,13.8,8,3,10.3,8,3,1.8,8,3
2022/2,5.2,8,2,-1.9,8,1,18.5,8,1,10.5,8,2,1.1,8,2,5.5,8,1,-0.5,8,1,14.6,8,1,9.7,8,1,2.1,8,1,17.2,8,1,12.2,8,1,24.3,8,1,19.7,8,1,15.1,8,1,5.6,8,1,-1.7,8,3,15.7,8,3,9.4,8,3,1.8,8,3
2022/3,10.9,8,2,0.5,8,1,24.1,8,1,16.6,8,2,6.1,8,2,11.4,8,1,1.7,8,1,22.2,8,1,15.9,8,1,7.3,8,1,20.4,8,1,13.6,8,1,26.8,8,1,23.1,8,1,17.9,8,1,12.2,8,1,1.5,8,3,25.0,8,3,17.0,8,3,7.7,8,3
2022/4,15.3,8,2,3.6,8,1,27.7,8,1,20.2,8,2,11.1,8,2,16.8,8,1,5.2,8,1,27.4,8,1,22.1,8,1,12.6,8,1,22.7,8,1,16.2,8,1,29.9,8,1,25.6,8,1,20.6,8,1,15.9,8,1,2.6,8,3,28.1,8,3,21.0,8,3,11.1,8,3
2022/5,18.8,8,2,9.3,8,1,31.2,8,1,23.5,8,2,14.8,8,2,20.0,8,1,9.5,8,1,31.8,8,1,24.8,8,1,15.7,8,1,23.5,8,1,16.4,8,1,29.9,8,1,25.7,8,1,21.6,8,1,20.0,8,1,9.8,8,3,29.6,8,3,24.7,8,3,15.4,8,3
2022/6,23.0,8,2,14.7,8,1,36.4,8,1,27.6,8,2,19.6,8,2,24.4,8,1,15.2,8,1,34.9,8,1,28.8,8,1,20.8,8,1,27.0,8,1,21.5,8,1,32.6,8,1,29.5,8,1,25.0,8,1,24.5,8,1,16.0,8,3,34.4,8,3,28.6,8,3,21.0,8,3
2022/7,27.4,8,2,21.8,8,1,37.0,8,1,31.7,8,2,24.4,8,2,28.4,8,1,22.9,8,1,38.4,8,1,32.5,8,1,25.4,8,1,29.4,8,1,24.6,8,1,33.6,8,1,32.2,8,1,27.5,8,1,28.4,8,1,22.9,8,3,36.1,8,3,32.6,8,3,25.1,8,3
2022/8,27.5,8,2,18.6,8,1,36.4,8,1,32.0,8,2,24.3,8,2,29.5,8,1,21.6,8,1,36.3,8,1,33.8,8,1,26.4,8,1,29.9,8,1,23.9,8,1,33.8,8,1,32.7,8,1,27.5,8,1,28.9,8,1,21.3,8,3,36.7,8,3,33.3,8,3,25.8,8,3
